ID_Segmento,ANNO,NUM_INCIDENTI,MORTI,FERITI,LOCINC,INTNIN,FONDOST,LUNGHEZZA
23376263,2019,3,0,4,1,1,1,28.394
23376263,2020,1,0,3,1,1,1,28.394
23376428,2016,3,0,3,1,1,1,49.794
23376428,2017,1,0,2,1,1,1,49.794
23376428,2018,1,0,1,1,1,1,49.794
23376428,2019,4,0,7,1,1,1,49.794
23376428,2020,2,0,2,1,1,1,49.794
23376428,2021,3,0,6,1,1,1,49.794
23401989,2016,8,1,23,5,7,1,8.3
23401989,2017,3,0,4,5,7,1,8.3
23401989,2018,1,0,2,5,7,1,8.3
23401989,2021,1,0,1,5,7,1,8.3
23433040,2019,1,0,1,5,7,1,3132.054
23433042,2016,1,0,4,5,8,1,290.438
23433189,2021,2,0,4,1,1,1,27.557
23433192,2016,1,0,1,1,7,1,82.373
23433192,2017,2,0,2,1,7,1,82.373
23433193,2018,1,0,2,5,7,1,17.205
23433371,2017,2,0,4,1,1,1,290.128
23433371,2020,1,0,1,1,1,1,290.128
23433371,2021,1,0,2,1,1,1,290.128
23433548,2019,1,0,1,1,7,1,45.348
23433686,2016,3,0,5,1,7,1,135.592
23433686,2017,2,0,3,1,7,1,135.592
23433686,2018,1,0,2,1,7,1,135.592
23433686,2019,1,1,1,1,7,1,135.592
23433686,2020,2,0,7,1,7,1,135.592
23433694,2018,1,0,1,1,1,1,17.373
23433696,2020,1,0,1,5,7,1,12.751
23433818,2016,1,0,1,1,7,1,87.653
23433818,2017,2,0,3,1,7,1,87.653
23433818,2021,1,0,1,1,7,1,87.653
23434711,2017,1,0,2,5,1,1,2807.068
23434711,2018,2,0,4,5,1,1,2807.068
23434711,2020,2,0,4,5,1,1,2807.068
23434713,2021,3,1,6,5,7,1,48.08
23434715,2017,2,0,9,1,7,1,66.258
23434715,2018,1,0,1,1,7,1,66.258
23435289,2016,1,0,1,6,3,1,282.014
23436637,2016,2,1,2,6,4,1,354.998
23436643,2016,2,0,6,1,7,1,138.342
23436643,2019,2,0,5,1,7,1,138.342
23436643,2020,1,0,1,1,7,1,138.342
23436643,2021,1,0,1,1,7,1,138.342
23441412,2018,1,0,2,1,7,2,53.623
23441413,2018,1,1,0,1,3,1,108.535
23441413,2019,1,0,1,1,3,1,108.535
23441413,2020,1,0,1,1,3,1,108.535
23441414,2017,3,0,4,1,1,1,75.851
23441414,2018,1,0,2,1,1,1,75.851
23441414,2019,1,0,1,1,1,1,75.851
23441414,2021,2,0,4,1,1,1,75.851
23441418,2016,1,0,2,1,1,1,44.023
23441418,2018,1,0,2,1,1,1,44.023
23441421,2016,1,0,1,1,1,1,75.41
23441421,2017,1,0,2,1,1,1,75.41
23441421,2019,1,0,5,1,1,1,75.41
23441421,2020,1,0,1,1,1,1,75.41
23441422,2016,1,0,1,1,1,1,50.216
23441422,2021,1,0,1,1,1,1,50.216
23441423,2016,1,0,6,1,4,1,65.885
23441423,2019,1,0,1,1,4,1,65.885
23441580,2020,1,0,2,5,7,1,339.50300000000004
23614174,2018,1,0,1,1,8,1,4.348
23614186,2017,1,0,1,2,8,1,15.197
23614206,2021,1,0,3,5,7,1,42.334
23614532,2018,1,0,1,2,8,2,112.664
23614763,2016,1,0,2,5,7,1,22.237
23614929,2020,1,0,1,5,7,1,38.842
23614929,2021,1,0,1,5,7,1,38.842
23614937,2021,1,0,2,1,1,1,45.707
23615130,2017,1,0,2,6,7,1,139.055
23615216,2016,1,0,4,6,7,1,422.074
23615216,2019,2,0,2,6,7,1,422.074
23615220,2018,1,0,4,6,7,1,487.12
23615220,2019,1,0,2,6,7,1,487.12
23615223,2020,1,0,1,6,7,1,219.993
23615223,2021,2,0,2,6,7,1,219.993
23681070,2017,1,0,1,6,7,2,2540.1220000000003
23681224,2016,1,0,2,1,1,1,203.795
23681224,2018,1,0,1,1,1,1,203.795
23681387,2016,1,0,2,1,7,1,95.398
23681387,2021,2,0,2,1,7,1,95.398
23748043,2018,1,0,4,5,8,1,4342.594
23748043,2019,1,0,2,5,8,1,4342.594
23750464,2019,1,2,4,5,7,1,2899.697
23794690,2019,1,0,2,1,1,1,25.569000000000003
23857116,2016,1,0,2,5,7,1,5.442
23857116,2017,2,0,3,5,7,1,5.442
23857116,2018,1,0,1,5,7,1,5.442
23857116,2019,1,0,4,5,7,1,5.442
23857124,2016,1,0,3,5,7,1,210.815
23857124,2021,1,0,2,5,7,1,210.815
23857131,2016,1,0,2,5,7,1,485.404
23857131,2017,1,0,1,5,7,1,485.404
23857131,2020,2,0,6,5,7,1,485.404
23857131,2021,4,0,12,5,7,1,485.404
23857133,2017,1,0,1,5,1,1,70.536
23857133,2020,1,0,1,5,1,1,70.536
23857136,2016,2,0,3,1,7,1,16.573
23857136,2018,1,0,3,1,7,1,16.573
23857136,2019,2,0,2,1,7,1,16.573
23857136,2021,1,0,1,1,7,1,16.573
23857137,2016,1,0,5,1,1,1,80.44
23857137,2018,1,0,1,1,1,1,80.44
23857144,2019,1,0,1,5,7,1,1751.401
23857144,2020,1,0,2,5,7,1,1751.401
23857144,2021,1,0,3,5,7,1,1751.401
23857145,2017,1,1,1,5,7,1,146.513
23857147,2017,1,0,1,1,8,3,63.485
23857149,2016,2,0,5,1,1,1,168.2
23857149,2020,3,0,4,1,1,1,168.2
23857149,2021,1,0,1,1,1,1,168.2
23857157,2017,1,0,3,6,9,1,389.763
23857158,2020,1,0,2,1,7,1,89.92699999999999
23858381,2017,1,0,2,5,1,1,121.469
23858381,2018,1,0,2,5,1,1,121.469
23861823,2017,1,0,1,5,7,2,724.4379999999999
23990726,2016,1,0,1,4,7,2,983.565
24267630,2018,1,0,3,6,7,1,916.166
24267630,2019,1,0,3,6,7,1,916.166
24370578,2017,1,0,1,1,3,1,392.0820000000001
24383840,2017,1,0,2,1,1,1,26.936
24383840,2020,1,0,1,1,1,1,26.936
24383840,2021,1,0,1,1,1,1,26.936
24384538,2016,1,0,1,1,7,1,142.699
24384538,2017,1,0,1,1,7,1,142.699
24384539,2017,1,0,2,1,1,1,231.108
24384539,2018,2,0,3,1,1,1,231.108
24384539,2019,1,0,1,1,1,1,231.108
24384539,2020,2,0,2,1,1,1,231.108
24384539,2021,1,0,1,1,1,1,231.108
24397786,2016,2,0,2,1,1,1,68.545
24397786,2017,2,0,4,1,1,1,68.545
24397786,2018,3,0,4,1,1,1,68.545
24397786,2019,4,0,5,1,1,1,68.545
24397786,2020,1,0,1,1,1,1,68.545
24397786,2021,2,0,3,1,1,1,68.545
24397790,2020,1,0,2,1,7,1,36.488
24397794,2017,1,0,2,1,1,1,25.164
24397794,2018,2,0,2,1,1,1,25.164
24397794,2019,2,0,2,1,1,1,25.164
24409713,2017,1,0,3,2,1,1,6.226
24428237,2017,1,0,2,5,7,1,401.582
24428237,2018,1,0,1,5,7,1,401.582
24428237,2019,1,0,2,5,7,1,401.582
24428313,2018,1,0,2,5,10,1,29.125
24432006,2018,1,0,1,4,7,2,24.951
24432009,2019,1,0,1,5,3,1,127.925
24432011,2016,2,0,3,1,3,1,95.4
24432011,2020,1,0,2,1,3,1,95.4
24432699,2018,1,0,2,5,7,1,556.78
24432699,2019,2,0,4,5,7,1,556.78
24479195,2018,1,0,1,7,7,1,191.288
24479309,2016,1,0,1,5,1,1,43.733
24479309,2017,1,0,1,5,1,1,43.733
24479309,2019,1,0,2,5,1,1,43.733
24480295,2017,1,0,5,1,3,1,10.287
24490955,2016,1,0,2,1,7,1,98.675
24491775,2017,1,0,1,1,3,1,23.184
24491775,2019,1,0,2,1,3,1,23.184
24491777,2020,1,0,1,1,1,1,36.399
24505773,2016,1,0,1,5,7,1,59.685
24505899,2021,1,0,2,4,7,1,130.338
24518846,2017,1,0,1,1,1,1,22.103
24518846,2020,1,0,1,1,1,1,22.103
24518846,2021,1,0,1,1,1,1,22.103
24518918,2018,1,0,1,1,1,1,46.566
24518918,2019,1,0,1,1,1,1,46.566
24522696,2016,1,0,1,1,1,1,63.547
24522696,2018,2,0,3,1,1,1,63.547
24522696,2019,1,0,1,1,1,1,63.547
24522696,2020,1,0,1,1,1,1,63.547
24522696,2021,1,0,1,1,1,1,63.547
24522720,2016,2,0,2,1,4,1,36.624
24522720,2017,1,0,5,1,4,1,36.624
24522720,2018,2,0,3,1,4,1,36.624
24522720,2019,1,0,2,1,4,1,36.624
24522720,2021,1,0,1,1,4,1,36.624
24522792,2016,2,0,2,1,7,1,73.045
24522792,2018,1,0,1,1,7,1,73.045
24522792,2020,1,0,1,1,7,1,73.045
24531981,2021,1,0,3,1,8,1,110.35
24535411,2018,1,0,1,1,7,1,32.38
24535411,2019,1,0,1,1,7,1,32.38
24535411,2021,1,0,2,1,7,1,32.38
24535413,2016,1,0,4,1,1,1,34.418
24535413,2017,1,0,1,1,1,1,34.418
24535413,2019,1,0,3,1,1,1,34.418
24535972,2017,1,0,2,1,1,1,20.273
24535972,2018,2,0,3,1,1,1,20.273
24535972,2020,1,0,1,1,1,1,20.273
24546187,2016,2,0,3,1,3,1,504.912
24546187,2017,3,0,11,1,3,1,504.912
24546187,2019,1,0,1,1,3,1,504.912
24546221,2017,1,0,3,5,8,2,1158.302
24546344,2016,1,0,5,1,1,1,124.322
24546344,2017,1,0,1,1,1,1,124.322
24546344,2018,2,0,2,1,1,1,124.322
24567845,2019,1,0,1,1,7,1,137.622
24567845,2020,1,0,1,1,7,1,137.622
24567846,2018,1,0,1,1,7,1,9.646
24567871,2017,1,0,1,1,5,1,51.586
24567871,2021,1,0,2,1,5,1,51.586
24568177,2018,2,0,5,1,3,1,59.628
24568177,2019,1,0,1,1,3,1,59.628
24568203,2019,1,0,4,1,1,1,63.527
24578348,2017,1,0,1,1,7,1,11.739999999999998
24578348,2018,1,0,1,1,7,1,11.739999999999998
24578348,2020,1,0,1,1,7,1,11.739999999999998
24601556,2016,1,0,1,1,1,1,58.696
24601556,2017,1,0,1,1,1,1,58.696
24601565,2017,1,0,2,1,7,1,45.156
24601581,2016,1,0,1,1,1,1,25.418
24601581,2021,1,0,1,1,1,1,25.418
24601582,2019,1,0,2,1,5,1,65.053
24601597,2016,2,0,3,1,1,1,24.286
24615283,2017,1,0,1,1,1,1,54.159
24615283,2020,1,0,2,1,1,1,54.159
24615303,2016,1,0,2,1,1,1,7.476
24615303,2020,1,0,2,1,1,1,7.476
24615303,2021,1,0,1,1,1,1,7.476
24615333,2017,1,0,1,1,7,2,34.977
24615393,2018,1,0,2,1,2,1,9.526
24615393,2019,1,0,1,1,2,1,9.526
24615393,2020,1,0,1,1,2,1,9.526
24615556,2016,1,0,2,1,7,1,117.581
24616170,2019,1,0,3,1,1,2,63.687000000000005
24616170,2021,1,0,1,1,1,2,63.687000000000005
24638219,2017,1,0,2,1,7,1,158.06
24638219,2021,1,0,1,1,7,1,158.06
24638228,2016,1,0,4,1,1,1,74.104
24638228,2017,2,0,2,1,1,1,74.104
24638228,2018,1,0,1,1,1,1,74.104
24638228,2021,2,0,3,1,1,1,74.104
24638276,2017,1,0,1,1,7,1,12.522
24638327,2017,1,0,3,1,3,1,53.601
24673810,2021,2,0,4,1,2,1,17.797
24704724,2018,2,0,3,1,1,1,25.611
24704724,2019,1,0,1,1,1,1,25.611
24704724,2020,1,0,1,1,1,1,25.611
24704724,2021,2,0,3,1,1,1,25.611
24704856,2017,1,0,1,1,1,1,248.113
24704856,2021,1,0,1,1,1,1,248.113
24704875,2016,1,0,1,1,1,1,49.113
24704875,2020,1,0,1,1,1,1,49.113
24704875,2021,2,0,3,1,1,1,49.113
24704879,2021,1,0,1,1,7,1,121.292
24704921,2019,2,0,3,1,4,1,50.525
24704921,2020,1,0,2,1,4,1,50.525
24704921,2021,4,0,5,1,4,1,50.525
24709230,2017,2,0,4,1,1,1,51.537000000000006
24709230,2018,1,0,1,1,1,1,51.537000000000006
24741134,2017,5,0,6,1,1,1,37.192
24741134,2018,1,0,1,1,1,1,37.192
24741134,2019,1,0,1,1,1,1,37.192
24741134,2021,1,0,1,1,1,1,37.192
24768786,2016,1,0,1,5,7,1,2886.883
24768786,2019,1,0,1,5,7,1,2886.883
24768786,2021,1,0,1,5,7,1,2886.883
24812471,2017,2,0,4,1,1,1,115.102
24814241,2016,1,0,1,5,7,1,70.967
24822810,2017,1,0,1,1,1,2,60.413
24824127,2017,1,0,1,1,7,1,152.752
24824129,2018,1,0,1,1,7,1,64.508
24824178,2016,1,0,1,1,1,1,23.32
24824410,2020,2,0,2,1,1,1,25.186
24824941,2020,1,0,1,1,1,1,45.988
24831171,2019,1,0,3,1,1,1,37.412
24842154,2021,1,0,1,1,7,1,56.983
24844324,2018,1,0,1,1,1,1,8.929
24844324,2019,1,0,1,1,1,1,8.929
24844329,2016,1,0,1,1,1,1,16.622999999999998
24844329,2019,1,0,1,1,1,1,16.622999999999998
24844497,2021,1,0,1,1,7,1,237.111
24844620,2021,1,0,1,5,7,1,372.777
24844651,2017,1,0,1,1,1,1,27.076
24844651,2019,1,0,2,1,1,1,27.076
24844651,2020,2,0,2,1,1,1,27.076
24844651,2021,1,0,4,1,1,1,27.076
24848760,2017,1,0,1,4,7,1,9.735
24884016,2016,1,0,1,1,7,1,177.45499999999998
24884016,2018,1,0,1,1,7,1,177.45499999999998
24884016,2020,1,0,1,1,7,1,177.45499999999998
24884016,2021,5,0,5,1,7,1,177.45499999999998
24884036,2017,1,0,1,1,1,1,50.862
24884036,2018,3,0,3,1,1,1,50.862
24884036,2021,3,0,5,1,1,1,50.862
24884041,2018,1,0,2,1,7,1,100.78
24884042,2017,1,0,1,1,1,1,77.59
24884042,2018,3,0,3,1,1,1,77.59
24884042,2019,1,0,1,1,1,1,77.59
24884043,2017,2,0,2,1,1,1,177.09
24884043,2018,2,0,2,1,1,1,177.09
24884043,2020,2,0,2,1,1,1,177.09
24884043,2021,3,0,3,1,1,1,177.09
24884052,2016,2,0,2,1,7,1,95.033
24884052,2017,6,0,6,1,7,1,95.033
24884052,2018,4,0,6,1,7,1,95.033
24884052,2019,4,0,4,1,7,1,95.033
24884052,2020,1,0,1,1,7,1,95.033
24884052,2021,2,0,2,1,7,1,95.033
24884068,2016,1,0,1,1,1,1,78.12700000000001
24884068,2018,1,0,1,1,1,1,78.12700000000001
24884068,2019,1,0,2,1,1,1,78.12700000000001
24884068,2021,1,0,2,1,1,1,78.12700000000001
24884071,2016,1,0,1,1,7,1,46.008
24884071,2017,1,0,1,1,7,1,46.008
24884071,2018,1,0,1,1,7,1,46.008
24884071,2019,3,0,3,1,7,1,46.008
24884071,2021,3,0,3,1,7,1,46.008
24884076,2016,2,0,5,1,1,1,74.68599999999999
24884076,2017,2,0,2,1,1,1,74.68599999999999
24884076,2018,4,0,4,1,1,1,74.68599999999999
24884076,2019,1,0,2,1,1,1,74.68599999999999
24884077,2016,2,0,2,1,1,1,73.338
24884077,2017,3,0,3,1,1,1,73.338
24884077,2018,4,0,5,1,1,1,73.338
24884077,2020,1,0,1,1,1,1,73.338
24884077,2021,2,0,2,1,1,1,73.338
24884086,2016,2,0,2,1,1,1,78.309
24884086,2017,2,0,2,1,1,1,78.309
24884086,2018,1,0,2,1,1,1,78.309
24884086,2020,1,0,1,1,1,1,78.309
24884089,2016,1,0,1,1,1,1,26.156
24884089,2018,1,0,1,1,1,1,26.156
24884089,2021,1,0,1,1,1,1,26.156
24884090,2016,1,0,1,1,1,1,82.92800000000001
24884090,2018,2,0,2,1,1,1,82.92800000000001
24884090,2019,1,0,1,1,1,1,82.92800000000001
24884090,2021,3,0,3,1,1,1,82.92800000000001
24884091,2016,4,0,4,1,1,1,120.488
24884091,2018,4,0,7,1,1,1,120.488
24884091,2019,1,0,1,1,1,1,120.488
24884091,2021,2,0,2,1,1,1,120.488
24884095,2017,2,0,2,1,1,1,26.266
24884095,2019,1,0,2,1,1,1,26.266
24884095,2021,1,0,1,1,1,1,26.266
24884096,2020,2,0,3,1,1,1,86.848
24884096,2021,1,0,1,1,1,1,86.848
24884103,2017,1,0,1,1,7,2,133.985
24884161,2018,1,0,1,1,1,1,93.916
24884161,2019,1,0,1,1,1,1,93.916
24884189,2018,1,0,2,1,1,1,64.47
24884189,2019,1,0,1,1,1,1,64.47
24884194,2018,3,0,3,1,7,1,30.369
24884194,2019,1,0,1,1,7,1,30.369
24884194,2021,1,0,1,1,7,1,30.369
24884196,2016,3,0,4,1,1,1,30.229
24884196,2017,5,0,8,1,1,1,30.229
24884196,2018,3,0,4,1,1,1,30.229
24884196,2019,9,0,13,1,1,1,30.229
24884196,2020,8,0,11,1,1,1,30.229
24884196,2021,10,0,17,1,1,1,30.229
24884205,2016,3,0,4,1,7,1,103.84
24884205,2017,1,0,1,1,7,1,103.84
24884205,2018,3,0,6,1,7,1,103.84
24884205,2020,1,0,1,1,7,1,103.84
24884205,2021,3,0,4,1,7,1,103.84
24884206,2016,2,0,3,1,1,1,70.646
24884206,2018,2,0,2,1,1,1,70.646
24884211,2021,1,0,1,1,1,1,69.015
24884241,2018,1,0,1,1,1,1,128.171
24884241,2019,1,0,2,1,1,1,128.171
24884241,2021,1,0,1,1,1,1,128.171
24884242,2016,5,0,6,1,1,1,54.528
24884242,2017,2,0,2,1,1,1,54.528
24884242,2018,1,0,1,1,1,1,54.528
24884242,2019,1,0,2,1,1,1,54.528
24884242,2020,3,0,4,1,1,1,54.528
24884242,2021,3,0,5,1,1,1,54.528
24884257,2016,4,0,4,1,1,1,88.984
24884257,2017,9,0,14,1,1,1,88.984
24884257,2018,6,0,8,1,1,1,88.984
24884257,2019,9,0,12,1,1,1,88.984
24884257,2020,7,0,8,1,1,1,88.984
24884257,2021,5,0,6,1,1,1,88.984
24884262,2016,4,0,4,1,7,1,77.96199999999999
24884262,2017,4,0,5,1,7,1,77.96199999999999
24884262,2018,9,0,12,1,7,1,77.96199999999999
24884262,2019,3,0,4,1,7,1,77.96199999999999
24884262,2020,3,0,3,1,7,1,77.96199999999999
24884262,2021,10,0,10,1,7,1,77.96199999999999
24888729,2016,2,0,4,1,1,1,70.026
24888729,2019,3,0,3,1,1,1,70.026
24888729,2021,1,0,4,1,1,1,70.026
24888743,2016,1,0,2,1,1,1,51.417
24888743,2017,2,0,4,1,1,1,51.417
24888743,2018,3,0,4,1,1,1,51.417
24888743,2019,3,0,3,1,1,1,51.417
24888743,2021,1,0,1,1,1,1,51.417
24888810,2016,5,0,8,1,1,1,59.73800000000001
24888810,2017,2,0,4,1,1,1,59.73800000000001
24888810,2018,1,0,1,1,1,1,59.73800000000001
24888810,2019,2,0,2,1,1,1,59.73800000000001
24888810,2020,1,1,0,1,1,1,59.73800000000001
24888810,2021,3,0,3,1,1,1,59.73800000000001
24888867,2016,1,0,2,1,1,1,55.783
24888867,2018,4,0,4,1,1,1,55.783
24888867,2020,1,0,1,1,1,1,55.783
24888867,2021,2,0,2,1,1,1,55.783
24888892,2020,1,0,1,1,1,1,75.689
24888895,2016,1,0,3,1,4,1,99.716
24888895,2018,3,0,3,1,4,1,99.716
24888895,2019,2,0,3,1,4,1,99.716
24888895,2020,2,0,3,1,4,1,99.716
24888895,2021,1,0,1,1,4,1,99.716
24888910,2016,3,0,3,1,1,1,53.523
24888910,2017,1,0,1,1,1,1,53.523
24888910,2018,1,0,2,1,1,1,53.523
24888910,2019,4,0,5,1,1,1,53.523
24888910,2020,2,0,2,1,1,1,53.523
24888910,2021,1,0,1,1,1,1,53.523
24888924,2017,1,0,1,1,1,1,70.539
24888924,2018,2,0,2,1,1,1,70.539
24888924,2019,3,0,3,1,1,1,70.539
24888924,2020,1,0,1,1,1,1,70.539
24888996,2017,1,0,1,1,7,1,73.841
24888999,2017,2,0,3,1,1,1,23.405
24888999,2018,1,0,1,1,1,1,23.405
24888999,2020,1,0,1,1,1,1,23.405
24889107,2017,2,0,2,1,7,1,180.534
24889107,2021,1,0,1,1,7,1,180.534
24889172,2021,1,0,4,1,7,1,139.543
24889264,2017,1,0,2,1,7,1,96.171
24889264,2019,1,0,1,1,7,1,96.171
24899878,2018,1,0,1,1,1,1,38.191
24899878,2019,1,1,0,1,1,1,38.191
24909291,2017,1,0,3,4,8,1,88.267
24909293,2019,1,0,1,6,7,1,94.041
24909625,2016,3,0,6,1,1,1,79.585
24909625,2018,2,0,9,1,1,1,79.585
24909625,2019,1,0,1,1,1,1,79.585
24909625,2020,1,0,1,1,1,1,79.585
24909639,2016,2,0,3,1,1,1,26.33
24909639,2018,2,0,3,1,1,1,26.33
24909639,2019,1,0,2,1,1,1,26.33
24909639,2020,1,0,2,1,1,1,26.33
24909639,2021,2,0,6,1,1,1,26.33
24909643,2019,1,0,1,1,1,1,57.777
24909646,2018,1,0,1,1,1,1,64.508
24909653,2016,1,0,3,1,1,1,63.156
24909653,2017,2,0,3,1,1,1,63.156
24909653,2018,3,0,5,1,1,1,63.156
24909653,2020,1,0,1,1,1,1,63.156
24909653,2021,1,0,3,1,1,1,63.156
24909655,2016,3,0,5,1,1,1,85.855
24909655,2020,2,0,5,1,1,1,85.855
24909655,2021,1,0,1,1,1,1,85.855
24909850,2016,1,0,1,1,1,1,118.198
24909850,2017,1,0,1,1,1,1,118.198
24909850,2021,2,0,3,1,1,1,118.198
24909852,2017,1,0,1,1,1,1,88.854
24909933,2016,1,0,1,1,1,1,122.752
24909933,2021,1,0,1,1,1,1,122.752
24909965,2016,3,0,4,1,1,1,129.167
24909965,2017,1,0,1,1,1,1,129.167
24909965,2018,1,0,1,1,1,1,129.167
24909965,2019,1,0,1,1,1,1,129.167
24909965,2020,1,0,1,1,1,1,129.167
24909965,2021,6,0,7,1,1,1,129.167
24909975,2021,1,0,1,1,7,1,98.309
24909992,2019,1,0,1,6,7,1,179.928
24909999,2019,1,0,2,1,1,1,223.514
24909999,2020,1,0,2,1,1,1,223.514
24917079,2017,1,0,1,6,7,1,130.683
24917079,2020,1,0,1,6,7,1,130.683
24917082,2020,2,0,3,6,7,1,13.566
24917580,2016,1,0,1,8,2,1,20.835
24917580,2018,1,0,1,8,2,1,20.835
24917580,2021,1,0,1,8,2,1,20.835
24917582,2017,2,0,2,8,1,1,611.6640000000001
24917582,2021,2,0,4,8,1,1,611.6640000000001
24917583,2018,3,0,3,8,2,1,22.137000000000004
24917583,2019,1,0,1,8,2,1,22.137000000000004
24917788,2018,1,0,1,1,7,1,32.482
24917916,2016,1,0,2,8,7,1,63.043
24917916,2017,2,1,3,8,7,1,63.043
24928883,2019,1,0,1,1,1,1,16.782
24929037,2019,1,0,2,1,7,1,99.486
24932043,2019,1,0,2,1,1,2,31.566
24932046,2018,1,0,2,1,1,1,30.484
24932046,2019,1,0,1,1,1,1,30.484
24932046,2021,1,0,1,1,1,1,30.484
24995603,2017,1,0,1,4,8,1,54.565
24995606,2016,1,0,1,1,7,1,84.80399999999999
24995606,2017,2,0,2,1,7,1,84.80399999999999
24995606,2021,1,0,1,1,7,1,84.80399999999999
24995607,2016,1,0,1,1,7,1,605.477
24995607,2017,1,0,1,1,7,1,605.477
24995607,2019,2,0,4,1,7,1,605.477
24995607,2020,2,0,3,1,7,1,605.477
24995607,2021,5,0,8,1,7,1,605.477
24995608,2016,1,0,1,1,7,1,181.546
24995608,2018,1,0,1,1,7,1,181.546
24995608,2020,1,0,1,1,7,1,181.546
24995649,2019,2,0,7,6,8,2,105.829
