ID_Segmento,ANNO,NUM_INCIDENTI,MORTI,FERITI,LOCINC,INTNIN,FONDOST,LUNGHEZZA,MAXSPEED
24884068,2016,1,0,1,1,1,1,78.12700000000001,50
24884068,2018,1,0,1,1,1,1,78.12700000000001,50
24884068,2019,1,0,2,1,1,1,78.12700000000001,50
24884068,2021,1,0,2,1,1,1,78.12700000000001,50
24884071,2016,1,0,1,1,7,1,46.008,50
24884071,2017,1,0,1,1,7,1,46.008,50
24884071,2018,1,0,1,1,7,1,46.008,50
24884071,2019,3,0,3,1,7,1,46.008,50
24884071,2021,3,0,3,1,7,1,46.008,50
24884076,2016,2,0,5,1,1,1,74.68599999999999,50
24884076,2017,2,0,2,1,1,1,74.68599999999999,50
24884076,2018,4,0,4,1,1,1,74.68599999999999,50
24884076,2019,1,0,2,1,1,1,74.68599999999999,50
24884077,2016,2,0,2,1,1,1,73.338,50
24884077,2017,3,0,3,1,1,1,73.338,50
24884077,2018,4,0,5,1,1,1,73.338,50
24884077,2020,1,0,1,1,1,1,73.338,50
24884077,2021,2,0,2,1,1,1,73.338,50
24884086,2016,2,0,2,1,1,1,78.309,50
24884086,2017,2,0,2,1,1,1,78.309,50
24884086,2018,1,0,2,1,1,1,78.309,50
24884086,2020,1,0,1,1,1,1,78.309,50
24884089,2016,1,0,1,1,1,1,26.156,50
24884089,2018,1,0,1,1,1,1,26.156,50
24884089,2021,1,0,1,1,1,1,26.156,50
24884090,2016,1,0,1,1,1,1,82.92800000000001,50
24884090,2018,2,0,2,1,1,1,82.92800000000001,50
24884090,2019,1,0,1,1,1,1,82.92800000000001,50
24884090,2021,3,0,3,1,1,1,82.92800000000001,50
24884091,2016,4,0,4,1,1,1,120.488,50
24884091,2018,4,0,7,1,1,1,120.488,50
24884091,2019,1,0,1,1,1,1,120.488,50
24884091,2021,2,0,2,1,1,1,120.488,50
24884095,2017,2,0,2,1,1,1,26.266,50
24884095,2019,1,0,2,1,1,1,26.266,50
24884095,2021,1,0,1,1,1,1,26.266,50
24884096,2020,2,0,3,1,1,1,86.848,50
24884096,2021,1,0,1,1,1,1,86.848,50
24884103,2017,1,0,1,1,7,2,133.985,50
24884161,2018,1,0,1,1,1,1,93.916,50
24884161,2019,1,0,1,1,1,1,93.916,50
24884189,2018,1,0,2,1,1,1,64.47,50
24884189,2019,1,0,1,1,1,1,64.47,50
24884194,2018,3,0,3,1,7,1,30.369,50
24884194,2019,1,0,1,1,7,1,30.369,50
24884194,2021,1,0,1,1,7,1,30.369,50
24884196,2016,3,0,4,1,1,1,30.229,50
24884196,2017,5,0,8,1,1,1,30.229,50
24884196,2018,3,0,4,1,1,1,30.229,50
24884196,2019,9,0,13,1,1,1,30.229,50
24884196,2020,8,0,11,1,1,1,30.229,50
24884196,2021,10,0,17,1,1,1,30.229,50
24884205,2016,3,0,4,1,7,1,103.84,50
24884205,2017,1,0,1,1,7,1,103.84,50
24884205,2018,3,0,6,1,7,1,103.84,50
24884205,2020,1,0,1,1,7,1,103.84,50
24884205,2021,3,0,4,1,7,1,103.84,50
24884206,2016,2,0,3,1,1,1,70.646,50
24884206,2018,2,0,2,1,1,1,70.646,50
24884211,2021,1,0,1,1,1,1,69.015,50
24884241,2018,1,0,1,1,1,1,128.171,50
24884241,2019,1,0,2,1,1,1,128.171,50
24884241,2021,1,0,1,1,1,1,128.171,50
24884242,2016,5,0,6,1,1,1,54.528,50
24884242,2017,2,0,2,1,1,1,54.528,50
24884242,2018,1,0,1,1,1,1,54.528,50
24884242,2019,1,0,2,1,1,1,54.528,50
24884242,2020,3,0,4,1,1,1,54.528,50
24884242,2021,3,0,5,1,1,1,54.528,50
24884257,2016,4,0,4,1,1,1,88.984,50
24884257,2017,9,0,14,1,1,1,88.984,50
24884257,2018,6,0,8,1,1,1,88.984,50
24884257,2019,9,0,12,1,1,1,88.984,50
24884257,2020,7,0,8,1,1,1,88.984,50
24884257,2021,5,0,6,1,1,1,88.984,50
24884262,2016,4,0,4,1,7,1,77.96199999999999,50
24884262,2017,4,0,5,1,7,1,77.96199999999999,50
24884262,2018,9,0,12,1,7,1,77.96199999999999,50
24884262,2019,3,0,4,1,7,1,77.96199999999999,50
24884262,2020,3,0,3,1,7,1,77.96199999999999,50
24884262,2021,10,0,10,1,7,1,77.96199999999999,50
24888729,2016,2,0,4,1,1,1,70.026,50
24888729,2019,3,0,3,1,1,1,70.026,50
24888729,2021,1,0,4,1,1,1,70.026,50
24888743,2016,1,0,2,1,1,1,51.417,50
24888743,2017,2,0,4,1,1,1,51.417,50
24888743,2018,3,0,4,1,1,1,51.417,50
24888743,2019,3,0,3,1,1,1,51.417,50
24888743,2021,1,0,1,1,1,1,51.417,50
24888810,2016,5,0,8,1,1,1,59.73800000000001,50
24888810,2017,2,0,4,1,1,1,59.73800000000001,50
24888810,2018,1,0,1,1,1,1,59.73800000000001,50
24888810,2019,2,0,2,1,1,1,59.73800000000001,50
24888810,2020,1,1,0,1,1,1,59.73800000000001,50
24888810,2021,3,0,3,1,1,1,59.73800000000001,50
24888867,2016,1,0,2,1,1,1,55.783,50
24888867,2018,4,0,4,1,1,1,55.783,50
24888867,2020,1,0,1,1,1,1,55.783,50
24888867,2021,2,0,2,1,1,1,55.783,50
24888892,2020,1,0,1,1,1,1,75.689,50
24888895,2016,1,0,3,1,4,1,99.716,50
24888895,2018,3,0,3,1,4,1,99.716,50
24888895,2019,2,0,3,1,4,1,99.716,50
24888895,2020,2,0,3,1,4,1,99.716,50
24888895,2021,1,0,1,1,4,1,99.716,50
24888910,2016,3,0,3,1,1,1,53.523,50
24888910,2017,1,0,1,1,1,1,53.523,50
24888910,2018,1,0,2,1,1,1,53.523,50
24888910,2019,4,0,5,1,1,1,53.523,50
24888910,2020,2,0,2,1,1,1,53.523,50
24888910,2021,1,0,1,1,1,1,53.523,50
24888924,2017,1,0,1,1,1,1,70.539,50
24888924,2018,2,0,2,1,1,1,70.539,50
24888924,2019,3,0,3,1,1,1,70.539,50
24888924,2020,1,0,1,1,1,1,70.539,50
24888996,2017,1,0,1,1,7,1,73.841,50
24888999,2017,2,0,3,1,1,1,23.405,50
24888999,2018,1,0,1,1,1,1,23.405,50
24888999,2020,1,0,1,1,1,1,23.405,50
24889107,2017,2,0,2,1,7,1,180.534,50
24889107,2021,1,0,1,1,7,1,180.534,50
24889172,2021,1,0,4,1,7,1,139.543,50
24889264,2017,1,0,2,1,7,1,96.171,50
24889264,2019,1,0,1,1,7,1,96.171,50
24899878,2018,1,0,1,1,1,1,38.191,50
24899878,2019,1,1,0,1,1,1,38.191,50
24909291,2017,1,0,3,4,8,1,88.267,90
24909293,2019,1,0,1,6,7,1,94.041,90
24909625,2016,3,0,6,1,1,1,79.585,50
24909625,2018,2,0,9,1,1,1,79.585,50
24909625,2019,1,0,1,1,1,1,79.585,50
24909625,2020,1,0,1,1,1,1,79.585,50
24909639,2016,2,0,3,1,1,1,26.33,50
24909639,2018,2,0,3,1,1,1,26.33,50
24909639,2019,1,0,2,1,1,1,26.33,50
24909639,2020,1,0,2,1,1,1,26.33,50
24909639,2021,2,0,6,1,1,1,26.33,50
24909643,2019,1,0,1,1,1,1,57.777,50
24909646,2018,1,0,1,1,1,1,64.508,50
24909653,2016,1,0,3,1,1,1,63.156,50
24909653,2017,2,0,3,1,1,1,63.156,50
24909653,2018,3,0,5,1,1,1,63.156,50
24909653,2020,1,0,1,1,1,1,63.156,50
24909653,2021,1,0,3,1,1,1,63.156,50
24909655,2016,3,0,5,1,1,1,85.855,50
24909655,2020,2,0,5,1,1,1,85.855,50
24909655,2021,1,0,1,1,1,1,85.855,50
24909850,2016,1,0,1,1,1,1,118.198,50
